,@id,type,lastUpdate,nom,schema:email,schema:telephone,typeContact,foaf:homepage,Description,schema:geo.schema:latitude,schema:geo.schema:longitude,Ville,CodePostale,Departement,Region,Close,Open,validFrom,validThrough
18,https://data.datatourisme.fr/13/07358aac-762c-3a78-9cde-0c11b158441e,HotelTrade,2023-03-15,['Roc e Fiori'],['info@rocefiori.com'],['+33 4 95 70 45 20'],"['foaf:Agent', 'Agent']",['http://www.rocefiori.com/'],"Laissez-vous séduire par ce véritable havre de quiétude, plein de charme.
Le Roc E Fiori se compose de 2 ensembles : « La Villa » 17 chambres et suites organisées autour du jardin et de la piscine, et « La Boiserie » 6 juniors suites au cœur des chênes.",41.546736,9.284826,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-04-08T00:00:00,2023-10-31T23:59:59
19,https://data.datatourisme.fr/13/0764ccdf-7405-3bf3-9b98-00090f7321f7,FoodEstablishment,2023-02-22,['A Casa Corsa'],,['+33 4 95 60 23 63'],"['foaf:Agent', 'Agent']",,"Venez déguster des plats aux couleurs des produits corses dans ce bar à vin, véritable adresse conviviale de L'Ile-Rousse.",42.633965,8.939079,L'Île-Rousse,20220,Haute-Corse,Corse,,,2023-04-01T00:00:00,2023-10-30T23:59:59
20,https://data.datatourisme.fr/13/0788209a-12f8-3944-87e1-daf8b00bb63b,HolidayResort,2023-01-31,['Funtana Marina'],['info@funtanamarina.com'],"['+33 4 95 70 33 72', '+33 6 13 24 47 18']","['foaf:Agent', 'Agent']",['http://www.funtanamarina.com/'],"Funtana Marina est un petit havre de paix face à la mer où il fait bon vivre.
La résidence vous propose 15 logements tout confort avec vue panoramique sur la mer, piscine chauffée et accès piéton aux plages d'Asciaghju, Folaca et Palombaggia.",41.549489,9.298516,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-04-29T00:00:00,2023-10-21T23:59:59
21,https://data.datatourisme.fr/13/08ad33e6-38a9-3970-8784-3f4ebfe06b25,HotelTrade,2022-12-26,"[""L'Ondine""]",['contact@hotelondine.com'],['+33 4 95 60 70 02'],"['foaf:Agent', 'Agent']",['http://www.hotelondine.com/'],"L'Hôtel l'Ondine est situé au coeur d'Algajola, charmant petit village de bord de mer, en Balagne, sans aucun doute, l'une des plus belles régions pour d'agréables vacances en Corse, à mi-chemin entre Calvi (15 minutes) et Ile Rousse (10 minutes).",42.608218,8.863331,Algajola,20220,Haute-Corse,Corse,,,2023-04-01T00:00:00,2023-10-27T23:59:59
22,https://data.datatourisme.fr/13/09aea6cc-c59b-3875-9e43-18a7832527d1,SwimmingPool,2022-05-10,['Complexe Sportif Calvi-Balagne'],['accueilcomplexesportif@gmail.com'],"['+33 4 95 37 43 44', '+33 6 15 52 07 67']","['foaf:Agent', 'Agent']",['https://complexe-sportif-calvi-balagne.elisath.fr/'],"Ce complexe omnisports propose toutes sortes d'activités à pratiquer en solo, entre amis ou en famille. Côté bien-être, le yoga fait son entrée parmi les activités proposées.",42.550375,8.796926,Calvi,20260,Haute-Corse,Corse,20:00:00,10:00:00,2023-01-01T00:00:00,2023-12-31T23:59:59
23,https://data.datatourisme.fr/13/09ca6878-fd52-36a3-85b8-fe0709fc3054,CampingAndCaravanning,2023-02-20,['U Stabiacciu'],['stabiacciu@wanadoo.fr'],['+33 4 95 70 37 17'],"['foaf:Agent', 'Agent']",['http://www.stabiacciu.com/'],"Camping nature situé sortie sud de Porto-Vecchio, à proximité des magnifiques plages de Santa Giulia et Palombaggia. 
Emplacements ombragés et chalets en location sur un terrain arboré et ombragé, avec piscine chauffée, bar, restaurant, pizzeria",41.571674,9.275891,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-04-15T00:00:00,2023-11-04T23:59:59
24,https://data.datatourisme.fr/13/09cb28ae-f1db-3746-abfa-db9646d968af,SportsAndLeisurePlace,2023-01-23,"[""Spassighj'Agriates""]","['florentlouis@orange.fr', 'spassighj-agriate@orange.fr']",['+33 7 85 74 60 88'],"['foaf:Agent', 'Agent']",['https://lorizonte.fr/'],"Spassigh'Agriate vous propose ses taxis-bateaux pour rejoindre les magnifiques plages de Saleccia et du Lotu situées au coeur de l'Agriate. Découvrez des endroits insolites à bord de nos navettes L'Alba et l'Orizonte comme le Cap Corse.
Réservez en ligne!",42.679154,9.300453,Saint-Florent,20217,Haute-Corse,Corse,20:30:00,08:00:00,2023-05-01T00:00:00,2023-10-15T23:59:59
25,https://data.datatourisme.fr/13/0a3cc8e9-bd2f-386a-90e3-f17ef057aacb,Store,2022-06-02,"[""Bureau d'Information Touristique d'Algajola""]",['tourisme@balagne-corsica.com'],['+33 4 95 65 16 67'],"['foaf:Agent', 'Agent']",['https://www.balagne-corsica.com/'],Nos services … Accueil – Information – Réservation hébergement – vente de fiches randonnées – Billetterie concerts et spectacle – Billetterie train,42.608405,8.860407,Algajola,20220,Haute-Corse,Corse,,,2023-06-15T00:00:00,2023-08-31T23:59:59
26,https://data.datatourisme.fr/13/0b356816-4108-3331-9bae-61559b8ce0a7,Store,2022-12-26,"[""L'Hippocampe""]",['hippocampe.calvi@gmail.com'],"['+33 4 95 65 35 79', '+33 6 11 56 70 48']","['foaf:Agent', 'Agent']",['http://plongee-calvi-corse.com/'],Le club de plongée Hippocampe vous accueille dans l'un des plus beau golfe de Corse... Calvi.,42.563993,8.755962,Calvi,20260,Haute-Corse,Corse,,,2023-04-09T00:00:00,2023-11-12T23:59:59
27,https://data.datatourisme.fr/13/0b4367f3-eb4a-31bf-8269-c28f53b27322,HotelTrade,2023-02-15,['Hôtel-Club Joseph Charles'],['info@univac.net'],['+33 3 87 75 77 45'],"['foaf:Agent', 'Agent']",['http://www.univac.net/'],"Pour vos vacances, l'hôtel Joseph Charles situé pieds dans l'eau et à proximité du centre ville, vous propose une restauration avec vin inclus.",42.632058,8.948708,L'Île-Rousse,20220,Haute-Corse,Corse,,,2023-04-01T00:00:00,2023-10-29T23:59:59
28,https://data.datatourisme.fr/13/0bb6ede8-6969-3254-91b0-6031e8460f41,HotelTrade,2023-03-16,['Don Cesar'],['info@hoteldoncesar.com'],['+33 4 95 76 09 09'],"['foaf:Agent', 'Agent']",['http://www.hoteldoncesar.com/'],"Un cadre rêvé au cœur d’une pinède en bord de mer, des horizons d’exception sur le golfe de Porto Vecchio et une vue imprenable sur la ville haute.",41.599784,9.284327,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-05-19T00:00:00,2023-09-24T23:59:59
29,https://data.datatourisme.fr/13/0be99772-1c68-31c3-a79c-8c36295bd176,Store,2022-06-03,['Accueil de Loisirs'],['acm@ccirb.fr'],"['+33 4 95 46 82 48', '+33 6 75 23 46 68']","['foaf:Agent', 'Agent']",['https://cias-5p.fr/accueils-collectifs-mineurs/'],"Bienvenue au CIAS de l’Ile Rousse Balagne. Sa philosophie est l’organisation de loisirs où l’enfant évolue en sécurité. L'accent est mis sur la socialisation par l’échange, le jeu et l’apprentissage de la vie en communauté.",42.629105,8.938181,L'Île-Rousse,20220,Haute-Corse,Corse,18:00:00,08:00:00,2023-01-01T00:00:00,2023-12-31T23:59:59
30,https://data.datatourisme.fr/13/0d036e2e-0473-3251-8e59-afee6bc744bc,LodgingBusiness,2023-02-06,['Les Hauts de Santa Giulia'],['les-hauts-de-santagiulia@wanadoo.fr'],"['+33 4 95 70 32 63', '+33 6 09 58 50 27']","['foaf:Agent', 'Agent']",['http://www.hautsdesantagiulia.com/'],"Nichée sur un coteau ensoleillé face à la baie de Santa Giulia, notre résidence de vacances familiale vous charmera par son cadre chatoyant au cœur d’un vaste parc arboré",41.539,9.2608,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-05-20T00:00:00,2023-09-30T23:59:59
31,https://data.datatourisme.fr/13/0d13e201-b42c-3562-a3f7-8d01ecbfc3c2,CampingAndCaravanning,2022-07-11,['Le Monte Ortu'],,['+33 4 95 60 73 93'],"['foaf:Agent', 'Agent']",['https://camping-monteortu.corsica/'],"Camping, restaurant-pizzeria, bar situé à Lumio en Balagne avec vue panoramique sur la baie et la citadelle de Calvi en Corse.",42.583916,8.822034,Lumio,20260,Haute-Corse,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
32,https://data.datatourisme.fr/13/0d4061a1-6f91-3eec-b2d0-8e935b5a504e,HolidayResort,2023-02-14,['Les Oliviers de Palombaggia'],['contact@lesoliviersdepalombaggia.com'],"['+33 4 95 70 36 42', '+33 4 95 70 56 60']","['foaf:Agent', 'Agent']",['http://www.residencelesoliviers.com/'],"Proche de Carataggia, Palombaggia, plages de sable fin, ou criques le Domaine vous accueille avec 13 bergeries,  en villas de pierres sèches, avec piscines, subtile alliance entre tradition et modernité pour un séjour en couple, entre amis ou en famille.",41.579225,9.33383,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-04-20T00:00:00,2023-10-08T23:59:59
33,https://data.datatourisme.fr/13/0d87d3a5-032d-32d0-bb34-534409b80610,HolidayResort,2023-01-11,['Costa Nera'],['contact@costa-nera.com'],['+33 4 95 21 12 43'],"['foaf:Agent', 'Agent']",['http://www.costa-nera.com/'],"Située au cœur de la baie de Santa Giulia, la résidence Costa Nera constitue un ensemble de charme, composé d’appartements en duplex avec patios privatifs et de studios avec terrasses.",41.533,9.2719,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-04-08T00:00:00,2023-10-15T23:59:59
34,https://data.datatourisme.fr/13/0dd9cc9c-42e8-36c9-8696-1d35a791e74a,SportsAndLeisurePlace,2023-02-24,"[""L'Oasis Santa Giulia""]",['oasis@sud-corse.fr'],['+33 6 23 61 03 35'],"['foaf:Agent', 'Agent']",['http://www.sud-corse.com/'],"Bar de plage bio et écolo, l’Oasis propose des produits issus de l’agriculture locale et dans le respect de l’environnement. 
Découvrez un lieu atypique, véritable havre de paix pour une détente absolue.",41.525,9.2715,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-05-14T00:00:00,2023-09-30T23:59:59
35,https://data.datatourisme.fr/13/0f27583e-906b-34b0-a2cb-7f9bd9bd0d2f,Store,2023-02-20,['Prokart Figari'],['prokart2a@orange.fr'],"['+33 4 95 71 06 48', '+33 6 20 93 40 77']","['foaf:Agent', 'Agent']",,"Circuit karting loisir pour toute la famille, du débutant au pilote confirmé. A partir de 7 ans. Circuit de karting extérieur de 900 m avec panneau d'affichage sur réservation et piste enfant à partir de 3 ans.",41.48755,9.115528,Figari,20114,Corse-du-Sud,Corse,,,2023-04-01T00:00:00,2023-11-15T23:59:59
36,https://data.datatourisme.fr/13/0f42ad3b-4723-3ba4-989b-a8740bab7f13,HotelTrade,2022-06-30,['Le Grand Hôtel'],['contacts@grand-hotel-calvi.com'],['+33 4 95 65 09 74'],"['foaf:Agent', 'Agent']",['http://www.grand-hotel-calvi.com/'],"Le Grand Hôtel à Calvi en Corse, jouit d'un emplacement exceptionnel, au coeur de la station balnéaire. Situé à deux pas des commerces, du port et des principales attractions touristiques de Balagne et, surtout, de la plage de sable fin.",42.566253,8.756348,Calvi,20260,Haute-Corse,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
37,https://data.datatourisme.fr/13/0f487bc1-2691-317f-9dfe-e1c8f812158f,HotelTrade,2023-01-20,['Funtana Marina'],['hotel-funtana-marina@wanadoo.fr'],['+33 4 95 60 16 12'],"['foaf:Agent', 'Agent']",['http://www.hotel-funtana.com/'],"Pour votre séjour à L'Ile-Rousse et en Balagne, profitez du confort et de la vue exceptionnelle de l'hôtel Funtana Marina *** sur les hauteurs de la ville, ainsi que de son ambiance conviviale et chaleureuse.",42.627313,8.942948,Monticello,20220,Haute-Corse,Corse,00:00:00,07:00:00,2023-02-01T00:00:00,2023-12-31T23:59:59
38,https://data.datatourisme.fr/13/0f98987b-7382-3340-8c38-102cddaaad3a,FoodEstablishment,2023-01-25,"[""L'Osteria""]",['losteria.isularossa@gmail.com'],['+33 4 95 55 92 14'],"['foaf:Agent', 'Agent']",,L'Osteria vous accueille à L'Ile-Rousse dans un cadre soigné et une ambiance conviviale. Venez découvrir leurs spécialités de viandes et des produits du terroir,42.635361,8.937289,L'Île-Rousse,20220,Haute-Corse,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
39,https://data.datatourisme.fr/13/111cba22-4188-30b8-8479-4e020dcfb237,FoodEstablishment,2020-01-20,['U Caradellu'],['iraindoph@hotmail.fr'],['+33 4 95 65 21 48'],"['foaf:Agent', 'Agent']",,"U Caradellu, restaurant cabaret corse à Calvi en Balagne, vous invite à découvrir ses spécialités du terroir tout en vous détendant en musique.",42.567112,8.758682,Calvi,20260,Haute-Corse,Corse,,,2023-04-01T00:00:00,2023-10-31T23:59:59
40,https://data.datatourisme.fr/13/11dc3aee-fce9-3940-a670-ca8b18a3a313,Store,2023-02-15,['Hippocampe'],['dive@hippocampe.de'],"['+33 7 50 27 49 56', '+33 7 75 21 68 43']","['foaf:Agent', 'Agent']",['http://www.hippocampe.de/'],"Centre de plongée situé au cœur de la Réserve Naturelle des îles Cerbicale. Baptême, formation, exploration de la réserve et d’une épave. Accessible à tout public. 
Ouvert tous les jours.",41.591347,9.363683,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
41,https://data.datatourisme.fr/13/12957ca0-1236-3c83-ab06-30d9b45ef1be,FoodEstablishment,2022-08-11,['La Voglia Di'],['lavogliadicalvi@gmail.com'],"['+33 4 95 48 13 05', '+33 6 13 97 43 74']","['foaf:Agent', 'Agent']",,"La cuisine de la Voglia Di, restaurant familial situé au pied de la citadelle de Calvi en Balagne, à l’entrée de la rue Clemenceau, s’inspire de notre histoire; elle mélange des notes Italiennes à notre tradition Corse.",42.567389,8.758706,Calvi,20260,Haute-Corse,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
42,https://data.datatourisme.fr/13/1382e5fe-d4df-3ad4-8162-d9c341e4d0ed,Store,2022-06-29,"['Francois-Marie Buteri, sommelier']",,['+33 6 86 26 94 69'],"['foaf:Agent', 'Agent']",,"La gastronomie corse passe aussi par ses vins...Francois-Marie Buteri, sommelier de prestigieux établissements, vous propose une visite au coeur de la cave du clos Culombu à Lumio en Balagne.",42.56326,8.84481,Lumio,20260,Haute-Corse,Corse,12:30:00,10:30:00,2023-04-01T00:00:00,2023-12-31T23:59:59
43,https://data.datatourisme.fr/13/13a1d585-6a94-37fb-a7a9-453b181bfe3e,SportsAndLeisurePlace,2022-09-30,"['La plage de Tamaricciu, A Folacca']",,['+33 4 95 70 09 58'],"['foaf:Agent', 'Agent']",,"A Punta Columbara, pointe rocheuse de porphyre rouge, constitue le coeur de ce merveilleux site. 
Tamaricciu offre un cadre idyllique : sable blanc, amas de roches, pins parasols, maquis dense…",41.549863,9.309703,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
44,https://data.datatourisme.fr/13/13e8d53f-e1c5-39c7-8b0e-c07d917e99f4,FoodEstablishment,2023-02-22,['Bar Lounge Le Rendez-Vous'],,['+33 4 95 63 01 71'],"['foaf:Agent', 'Agent']",,"Le Lounge Bar restaurant ""Le Rendez-Vous"" vous accueille dans la vieille ville de L'Ile-Rousse face à la mer pour un moment de détente garanti.",42.635783,8.93834,L'Île-Rousse,20220,Haute-Corse,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
45,https://data.datatourisme.fr/13/1411b8c8-5fa9-3391-a00b-ac2c249e4201,FoodEstablishment,2023-02-27,['La Ciucciarella'],['ciucciarella.calvi@gmail.com'],['+33 6 77 53 64 68'],"['foaf:Agent', 'Agent']",,"Faites une halte gourmande sur le port de Calvi en Balagne en Corse !
Ce restaurant familial sera ravi de vous y accueillir toute l'année",42.566181,8.757845,Calvi,20260,Haute-Corse,Corse,,,2023-03-01T00:00:00,2023-12-15T23:59:59
46,https://data.datatourisme.fr/13/1427abf8-03eb-39c6-9814-ee91ca9fc600,LodgingBusiness,2022-09-28,['I Levri'],['residence.ilevri@gmail.com'],"['+33 6 14 64 86 75', '+33 6 42 74 02 40']","['foaf:Agent', 'Agent']",['http://www.ilevri.com/'],"Au sud de Porto-Vecchio, Isabelle et Dumè vous réservent un accueil convivial et authentique. 
Bénéficiant d'un emplacement idéal, la résidence I Levri vous propose huit appartements tout confort avec terrasses privatives et piscine chauffée.",41.575535,9.29119,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
47,https://data.datatourisme.fr/13/142b24a0-ac33-3ee6-b711-e31ee1070b7f,CulturalSite,2023-02-28,['8 - U Bastionu di a Porta'],,['+33 4 95 70 09 58'],"['foaf:Agent', 'Agent']",,,41.591019,9.280627,Porto-Vecchio,20137,Corse-du-Sud,Corse,,,2023-01-01T00:00:00,2023-12-31T23:59:59
